DOI,PREFIX,ISSN,type,publisher,title,date,reference-count,alt title,score
10.3758/s13414-019-01961-8,10.3758,1943-3921,journal-article,Springer Science and Business Media LLC,"Attention, Perception, & Psychophysics",2021/1/22,30,Interleaved lexical and audiovisual information can retune phoneme boundaries,3.0544772
10.1007/s11042-019-08526-9,10.1007,1380-7501,journal-article,Springer Science and Business Media LLC,Multimedia Tools and Applications,2021/1/22,34,A high-capacity performance-preserving blind technique for reversible information hiding via MIDI files using delta times,3.0544772
10.1007/s10207-020-00486-8,10.1007,1615-5262,journal-article,Springer Science and Business Media LLC,International Journal of Information Security,2021/1/22,28,Public data integrity auditing without homomorphic authenticators from indistinguishability obfuscation,3.0544772
10.1007/s10551-020-04428-1,10.1007,0167-4544,journal-article,Springer Science and Business Media LLC,Journal of Business Ethics,2021/1/22,75,How Pro-social Framing Affects the Success of Crowdfunding Projects: The Role of Emphasis and Information Crowdedness,3.8240283
10.1007/s11554-020-00941-8,10.1007,1861-8200,journal-article,Springer Science and Business Media LLC,Journal of Real-Time Image Processing,2021/1/22,35,Real-time attacks on robust watermarking tools in the wild by CNN,3.0544772
10.1007/s41870-020-00421-z,10.1007,2511-2104,journal-article,Springer Science and Business Media LLC,International Journal of Information Technology,2021/1/22,35,Optimization of complex nonlinear systems using genetic algorithm,3.8240283
10.1049/iet-ipr.2019.0750,10.1049,1751-9667,journal-article,Institution of Engineering and Technology (IET),IET Image Processing,2021/1/14,54,No‐reference image quality assessment via structural information fluctuation,3.0544772
10.1007/s11128-020-2578-x,10.1007,1570-0755,journal-article,Springer Science and Business Media LLC,Quantum Information Processing,2021/1/13,35,One-step transfer of quantum information for a photonic cat-state qubit,4.561547
10.1002/anie.201914088,10.1002,1433-7851,journal-article,Wiley,Angewandte Chemie International Edition,2020/10/28,28,Highly Efficient and Reversible Covalent Patterning of Graphene: 2D‐Management of Chemical Information,3.0544772
10.1007/978-981-15-2341-0_20,10.1007,1876-1100,book-chapter,Springer Singapore,Lecture Notes in Electrical Engineering,2020/1/3,11,Research on Lift Fault Prediction and Diagnosis Based on Multi-sensor Information Fusion,3.0544772
10.1007/s11432-019-2721-0,10.1007,1674-733X,journal-article,Springer Science and Business Media LLC,Science China Information Sciences,2021/1/13,9,Multi-attention based cross-domain beauty product image retrieval,3.8240283
10.1007/978-3-030-39343-4_12,10.1007,1865-0929,book-chapter,Springer International Publishing,Communications in Computer and Information Science,2020/1/23,21,Improving Fetal Head Contour Detection by Object Localisation with Deep Learning,3.0544772
10.1021/acsami.9b20907,10.1021,1944-8244,journal-article,American Chemical Society (ACS),ACS Applied Materials & Interfaces,2020/4/7,66,Large Scale Fabrication of Ordered Gold Nanoparticle–Epoxy Surface Nanocomposites and Their Application as Label-Free Plasmonic DNA Biosensors,2.1288822
10.1080/02656736.2019.1708482,10.1080,0265-6736,journal-article,Informa UK Limited,International Journal of Hyperthermia,2021/1/22,34,Computer simulation study on the effect of electrode–tissue contact force on thermal lesion size in cardiac radiofrequency ablation,2.6081603
10.1134/s003294601904001x,10.1134,0032-9460,journal-article,Pleiades Publishing Ltd,Problems of Information Transmission,2021/1/23,38,The Augustin Capacity and Center,4.4303546
10.1134/s0032946019040033,10.1134,0032-9460,journal-article,Pleiades Publishing Ltd,Problems of Information Transmission,2021/1/23,11,On Lower Bounds on the Spectrum of a Binary Code,3.8240283
10.1134/s0032946019040045,10.1134,0032-9460,journal-article,Pleiades Publishing Ltd,Problems of Information Transmission,2021/1/23,42,On a Frankl-Wilson Theorem,4.4303546
10.1007/s11015-020-00907-y,10.1007,0026-0894,journal-article,Springer Science and Business Media LLC,Metallurgist,2021/1/23,17,Information System for Real-Time Prediction of the Silicon Content of Iron in a Blast Furnace,3.0544772
10.1134/s0032946019040057,10.1134,0032-9460,journal-article,Pleiades Publishing Ltd,Problems of Information Transmission,2021/1/23,8,Search for a Moving Element with the Minimum Total Cardinality of Tests,3.8240283
10.1134/s0032946019040021,10.1134,0032-9460,journal-article,Pleiades Publishing Ltd,Problems of Information Transmission,2021/1/23,24,On the Cardinality Spectrum and the Number of Latin Bitrades of Order 3,3.8240283
10.1007/s10639-020-10103-9,10.1007,1360-2357,journal-article,Springer Science and Business Media LLC,Education and Information Technologies,2021/1/23,62,Extensive reading and web 2.0 tools in tandem: a mixed-methods study,3.8240283
10.1007/s13735-019-00190-x,10.1007,2192-6611,journal-article,Springer Science and Business Media LLC,International Journal of Multimedia Information Retrieval,2021/1/23,120,A study on deep learning spatiotemporal models and feature extraction techniques for video understanding,3.0544772
10.1007/s10639-020-10105-7,10.1007,1360-2357,journal-article,Springer Science and Business Media LLC,Education and Information Technologies,2021/1/23,32,Integrated learning pathways in higher education: A framework enhanced with machine learning and semantics,3.0544772
10.1038/s41598-020-58063-x,10.1038,2045-2322,journal-article,Springer Science and Business Media LLC,Scientific Reports,2021/1/23,79,The Association Between Play Fighting and Information Gathering during Subsequent Contests,3.8240283
10.1007/s40558-020-00168-0,10.1007,1098-3058,journal-article,Springer Science and Business Media LLC,Information Technology & Tourism,2021/1/23,103,Technology double gender gap in tourism business leadership,3.0544772
10.1007/s40558-020-00166-2,10.1007,1098-3058,journal-article,Springer Science and Business Media LLC,Information Technology & Tourism,2021/1/23,69,Technological metaworlds in travel,3.8240283
10.1007/s10776-020-00478-4,10.1007,1068-9605,journal-article,Springer Science and Business Media LLC,International Journal of Wireless Information Networks,2021/1/23,34,An Efficient Approach for Privacy-Preserving of the Client’s Location and Query in M-Business Supplying LBS Services,3.0544772
10.1007/s10639-020-10120-8,10.1007,1360-2357,journal-article,Springer Science and Business Media LLC,Education and Information Technologies,2021/1/23,55,Investigating the main determinants of mobile cloud computing adoption in university campus,3.0544772
10.3390/ijerph17030880,10.3390,1660-4601,journal-article,MDPI AG,International Journal of Environmental Research and Public Health,2020/2/11,36,The Impact of Online Health Information on Patient Health Behaviours and Making Decisions Concerning Health,3.8240283
10.37772/2309-9275-2020-2(15)-17,10.37772,2309-9275,journal-article,Scientific and Research Institute of Providing Legal Framework for the Innovative Development,Law and innovative society,2021/1/23,4,Information technologies as a guarantee of innovative development of advocacy,4.4303546
10.1142/s0217979219503752,10.1142,0217-9792,journal-article,World Scientific Pub Co Pte Lt,International Journal of Modern Physics B,2020/1/21,34,Multidimensional influencing factors of public opinion information dissemination in social media: Evidence from Weibo dataset,2.6081603
10.1590/0034-761220180369x,10.1590,1982-3134,journal-article,FapUNIFESP (SciELO),Revista de Administração Pública,2021/1/23,46,The politics of Brazil’s access to information policies: history and coalitions,3.0544772
10.1007/s42979-020-0065-1,10.1007,2662-995X,journal-article,Springer Science and Business Media LLC,SN Computer Science,2021/1/24,15,Information Retrieval from Microblogs During Disasters: In the Light of IRMiDis Task,3.8240283
10.1007/s41870-020-00426-8,10.1007,2511-2104,journal-article,Springer Science and Business Media LLC,International Journal of Information Technology,2021/1/24,29,Categorization of self care problem for children with disabilities using partial swarm optimization approach,3.8240283
10.1007/s41870-019-00417-4,10.1007,2511-2104,journal-article,Springer Science and Business Media LLC,International Journal of Information Technology,2021/1/24,24,RTT based wormhole detection for wireless mesh networks,3.8240283
10.1007/s41870-020-00423-x,10.1007,2511-2104,journal-article,Springer Science and Business Media LLC,International Journal of Information Technology,2021/1/24,29,Design and analysis of a hybrid mobility management scheme for wireless mesh network to handle highly mobile mesh clients,4.561547
10.1007/s10639-020-10112-8,10.1007,1360-2357,journal-article,Springer Science and Business Media LLC,Education and Information Technologies,2021/1/24,34,A framework for heuristic evaluation of mobile learning applications,3.8240283
10.1007/s10834-020-09662-3,10.1007,1058-0476,journal-article,Springer Science and Business Media LLC,Journal of Family and Economic Issues,2021/1/24,72,"Regulatory Focus, Money Attitudes and Financial Literacy: Evidence from Portuguese Young Adults",6.859384
10.1093/jcmc/zmz020,10.1093,1083-6101,journal-article,Oxford University Press (OUP),Journal of Computer-Mediated Communication,2021/1/24,46,Are We Moving Towards Convergence or Divergence? Mapping the Intellectual Structure and Roots of Online Social Network Research 1997–2017,3.0544772
10.1021/acscatal.9b03417,10.1021,2155-5435,journal-article,American Chemical Society (ACS),ACS Catalysis,2020/4/7,89,Selective Conversion of Syngas into Tetramethylbenzene via an Aldol-Aromatic Mechanism,2.6081603
10.1111/bph.14720,10.1111,0007-1188,journal-article,Wiley,British Journal of Pharmacology,2021/1/25,0,Issue Information,4.4303546
10.1093/mnras/staa212,10.1093,0035-8711,journal-article,Oxford University Press (OUP),Monthly Notices of the Royal Astronomical Society,2021/1/25,54,Extracting high-level information from gamma-ray burst supernova spectra,3.8240283
10.3390/ijgi9010049,10.3390,2220-9964,journal-article,MDPI AG,ISPRS International Journal of Geo-Information,2020/1/22,86,Strengthening Participation Using Interactive Planning Support Systems: A Systematic Review,3.8240283
10.3390/ma13020298,10.3390,1996-1944,journal-article,MDPI AG,Materials,2020/1/10,50,"The Self-Sealing Capacity of Environmentally Friendly, Highly Damped, Fibre-Reinforced Concrete",3.8240283
10.1007/978-981-15-0694-9_54,10.1007,2367-3370,book-chapter,Springer Singapore,Advances in Data and Information Sciences,2020/1/3,17,A Comparative Analysis of Different Violence Detection Algorithms from Videos,3.0544772
10.1093/idpl/ipz024,10.1093,2044-3994,journal-article,Oxford University Press (OUP),International Data Privacy Law,2020/7/14,0,Protection of Personal Information Act 2013 and data protection for health research in South Africa,3.0544772
10.3390/info11010037,10.3390,2078-2489,journal-article,MDPI AG,Information,2020/1/10,36,Opportunistic Multi-Technology Cooperative Scheme and UAV Relaying for Network Disaster Recovery,5.938682
10.1111/anae.14714,10.1111,0003-2409,journal-article,Wiley,Anaesthesia,2021/1/25,0,Issue Information – Editorial Board,4.8986945
10.1007/s10639-020-10109-3,10.1007,1360-2357,journal-article,Springer Science and Business Media LLC,Education and Information Technologies,2021/1/26,43,A computer design method of an effective educational trajectory in blended learning based on students’ assessment,3.8240283
10.1007/s10639-020-10117-3,10.1007,1360-2357,journal-article,Springer Science and Business Media LLC,Education and Information Technologies,2021/1/26,94,The determinants of teachers’ continuance commitment to e-learning in higher education,3.0544772
10.1007/s10973-020-09329-z,10.1007,1388-6150,journal-article,Springer Science and Business Media LLC,Journal of Thermal Analysis and Calorimetry,2021/1/26,36,Thermodynamic model and Raman spectra of binary barium borate glassforming melts,2.6081603
10.1007/s10115-019-01435-1,10.1007,0219-1377,journal-article,Springer Science and Business Media LLC,Knowledge and Information Systems,2021/1/26,59,Fast and memory-efficient algorithms for high-order Tucker decomposition,3.0544772
10.1007/s41870-020-00419-7,10.1007,2511-2104,journal-article,Springer Science and Business Media LLC,International Journal of Information Technology,2021/1/26,18,Energy efficient intra-cluster data aggregation technique for wireless sensor network,3.8240283
10.1038/s41598-020-57882-2,10.1038,2045-2322,journal-article,Springer Science and Business Media LLC,Scientific Reports,2021/1/26,32,Estimating Traffic Disruption Patterns with Volunteered Geographic Information,3.8240283
10.1007/s11276-020-02261-y,10.1007,1022-0038,journal-article,Springer Science and Business Media LLC,Wireless Networks,2021/1/26,26,Simultaneous wireless information and power transfer in heterogeneous cellular networks with underlay D2D communication,3.8240283
10.1007/s10844-019-00592-7,10.1007,0925-9902,journal-article,Springer Science and Business Media LLC,Journal of Intelligent Information Systems,2021/1/26,35,Improve the translational distance models for knowledge graph embedding,3.0544772
10.1007/s12599-019-00623-1,10.1007,2363-7005,journal-article,Springer Science and Business Media LLC,Business & Information Systems Engineering,2021/1/26,131,Standardization of Forms in Governments,3.0544772
10.1007/s12599-020-00630-7,10.1007,2363-7005,journal-article,Springer Science and Business Media LLC,Business & Information Systems Engineering,2021/1/26,14,"Call for Papers, Issue 5/2021",3.0544772
10.1007/s00182-020-00710-8,10.1007,0020-7276,journal-article,Springer Science and Business Media LLC,International Journal of Game Theory,2021/1/26,17,Information disclosure by a seller in sequential first-price auctions,3.8240283
10.1007/s10490-020-09708-y,10.1007,0217-4561,journal-article,Springer Science and Business Media LLC,Asia Pacific Journal of Management,2021/1/26,0,Correction to: Vendor boundary spanning in Indian Information Technology (IT) companies,3.8240283
10.1007/s10903-020-00978-8,10.1007,1557-1912,journal-article,Springer Science and Business Media LLC,Journal of Immigrant and Minority Health,2021/1/26,32,Too Little Information: Accessibility of Information About Language Services on Hospital Websites,4.561547
10.2196/15415,10.2196,1438-8871,journal-article,JMIR Publications Inc.,Journal of Medical Internet Research,2021/1/26,37,Tools to Assess the Trustworthiness of Evidence-Based Point-of-Care Information for Health Care Professionals: Systematic Review,3.0544772
10.1111/lit.12216,10.1111,1741-4350,journal-article,Wiley,Literacy,2021/1/26,7,"Teaching through Embodied Learning: Dramatising Key Concepts from Informational Texts
            by
            Margaret V.Branscombe
            ,
            2019. New York, NY: Routledge. ISBN 978‐1‐138‐61571‐7 80pp",8.182314
10.1111/lit.12213,10.1111,1741-4350,journal-article,Wiley,Literacy,2021/1/26,0,"Why They Can't Write: Killing the Five‐Paragraph Essay and Other Necessities by JohnWarner (2018). Baltimore, MA: John Hopkins University Press ISBN: 978142142710, 288pp",8.182314
10.1007/s11128-019-2571-4,10.1007,1570-0755,journal-article,Springer Science and Business Media LLC,Quantum Information Processing,2021/1/7,27,Efficient quantum secret sharing without a trusted player,4.4303546
10.1007/978-3-030-38724-2_16,10.1007,1865-1348,book-chapter,Springer International Publishing,Exploring Service Science,2020/1/27,31,Igniting the Spark: Overcoming Organizational Change Resistance to Advance Innovation Adoption – The Case of Data-Driven Services,3.0544772
10.1007/978-981-32-9343-4_19,10.1007,2194-5357,book-chapter,Springer Singapore,Advances in Intelligent Systems and Computing,2020/1/3,18,Modeling Cultural Segregation of the Queer Community Through an Adaptive Social Network Model,3.0544772
10.1007/s10586-019-03036-7,10.1007,1386-7857,journal-article,Springer Science and Business Media LLC,Cluster Computing,2020/12/31,68,The limitations in the state-of-the-art counter-measures against the security threats in H-IoT,2.6081603
10.1007/978-3-030-38752-5_20,10.1007,1865-0929,book-chapter,Springer International Publishing,Communications in Computer and Information Science,2020/1/10,28,The Application of Artificial Intelligence Technology in Healthcare: A Systematic Review,3.0544772
10.3390/info11020080,10.3390,2078-2489,journal-article,MDPI AG,Information,2020/3/2,72,A Novel Bio-Inspired Deep Learning Approach for Liver Cancer Diagnosis,5.3682075
10.1007/s10796-020-09980-9,10.1007,1387-3326,journal-article,Springer Science and Business Media LLC,Information Systems Frontiers,2021/1/27,71,"Personalize, Summarize or Let them Read? A Study on Online Word of Mouth Strategies and Consumer Decision Process",3.8240283
10.1007/s11554-020-00947-2,10.1007,1861-8200,journal-article,Springer Science and Business Media LLC,Journal of Real-Time Image Processing,2021/1/27,19,Introduction to the special issue on deep learning for real-time information hiding and forensics,3.0544772
10.1057/s41272-020-00229-3,10.1057,1476-6930,journal-article,Springer Science and Business Media LLC,Journal of Revenue and Pricing Management,2021/1/27,33,Prediction accuracy improvement for Bitcoin market prices based on symmetric volatility information using artificial neural network approach,3.0544772
10.1007/s13187-020-01696-3,10.1007,0885-8195,journal-article,Springer Science and Business Media LLC,Journal of Cancer Education,2021/1/27,21,A Brief Educational Intervention Enhances Basic Cancer Literacy Among Kentucky Middle and High School Students,5.478995
10.1186/s12882-020-1689-z,10.1186,1471-2369,journal-article,Springer Science and Business Media LLC,BMC Nephrology,2021/1/27,28,"Prevalence of chronic kidney disease in the Lazio region, Italy: a classification algorithm based on health information systems",3.0544772
10.1038/s41598-020-58112-5,10.1038,2045-2322,journal-article,Springer Science and Business Media LLC,Scientific Reports,2021/1/27,60,Perception and decision mechanisms involved in average estimation of spatiotemporal ensembles,3.0544772
10.1186/s12882-020-1692-4,10.1186,1471-2369,journal-article,Springer Science and Business Media LLC,BMC Nephrology,2021/1/27,31,Linking disease registries and nationwide healthcare administrative databases: the French renal epidemiology and information network (REIN) insight,3.8240283
10.1007/s00500-020-04675-4,10.1007,1432-7643,journal-article,Springer Science and Business Media LLC,Soft Computing,2021/1/27,54,A new soft computing approach for green supplier selection problem with interval type-2 trapezoidal fuzzy statistical group decision and avoidance of information loss,3.0544772
10.1007/s00253-020-10381-w,10.1007,0175-7598,journal-article,Springer Science and Business Media LLC,Applied Microbiology and Biotechnology,2021/1/27,38,Transcriptional regulation of a leucine-responsive regulatory protein for directly controlling lincomycin biosynthesis in Streptomyces lincolnensis,2.1288822
10.1007/s41549-020-00040-4,10.1007,2509-7962,journal-article,Springer Science and Business Media LLC,Journal of Business Cycle Research,2021/1/27,21,Information Content of Russian Services Surveys,3.8240283
10.1007/s42488-020-00022-2,10.1007,2524-6356,journal-article,Springer Science and Business Media LLC,"Journal of Data, Information and Management",2021/1/27,39,Utility based load balancing using firefly algorithm in cloud,3.0544772
10.1007/s13132-020-00631-7,10.1007,1868-7865,journal-article,Springer Science and Business Media LLC,Journal of the Knowledge Economy,2021/1/27,83,Industrial Symbiosis and Territorial Development: The Cross-Fertilization of Proximity Dynamics and the Role of Information and Knowledge Flows,3.8240283
10.1007/s10849-019-09311-5,10.1007,0925-8531,journal-article,Springer Science and Business Media LLC,"Journal of Logic, Language and Information",2021/1/27,61,A Closeness- and Priority-Based Logical Study of Social Network Creation,3.0544772
10.1007/s10639-019-10077-3,10.1007,1360-2357,journal-article,Springer Science and Business Media LLC,Education and Information Technologies,2021/1/27,47,Evaluating the impact of prior required scaffolding items on the improvement of student performance prediction,3.8240283
10.1088/2053-1591/ab61a7,10.1088,2053-1591,journal-article,IOP Publishing,Materials Research Express,2020/1/7,32,Scalable synthesis of heterostructure of Fe2O3–Au nanomaterials for application in biological detection,2.6081603
10.2514/6.2020-2127,10.2514,n/a,proceedings-article,American Institute of Aeronautics and Astronautics,AIAA Scitech 2020 Forum,2020/11/12,52,Efficient Multi-Information Source Multiobjective Bayesian Optimization,4.4303546
10.1088/1742-6596/1422/1/012019,10.1088,1742-6588,journal-article,IOP Publishing,Journal of Physics: Conference Series,2020/1/10,26,Developing an instrument for students scientific literacy,6.859384
10.1186/s13673-020-0208-3,10.1186,2192-1962,journal-article,Springer Science and Business Media LLC,Human-centric Computing and Information Sciences,2021/1/7,45,Intelligent video interview agent used to predict communication skill and perceived personality traits,3.8240283
10.21608/ijlis.2020.142108,10.21608,2735-3931,journal-article,Egypts Presidential Specialized Council for Education and Scientific Research,International Journal of Library and Information Sciences,2021/1/27,0,The small library manager’s handbook / [edited by] Alice Graves,5.3682075
10.21608/ijlis.2020.142109,10.21608,2735-3931,journal-article,Egypts Presidential Specialized Council for Education and Scientific Research,International Journal of Library and Information Sciences,2021/1/27,0,Online self- publishing companies : analytical study,5.3682075
10.21608/ijlis.2020.142118,10.21608,2735-3931,journal-article,Egypts Presidential Specialized Council for Education and Scientific Research,International Journal of Library and Information Sciences,2021/1/27,0,Data analysis in libraries and information centers: a systematic scientific review.,6.203175
10.21608/ijlis.2020.142116,10.21608,2735-3931,journal-article,Egypts Presidential Specialized Council for Education and Scientific Research,International Journal of Library and Information Sciences,2021/1/27,0,The role of the administrative organization in the archive of the public administration at the University of Al Gabal AlGharby(Western Mountain),4.561547
10.21608/ijlis.2020.142117,10.21608,2735-3931,journal-article,Egypts Presidential Specialized Council for Education and Scientific Research,International Journal of Library and Information Sciences,2021/1/27,0,Agricultural digital warehouses: an analytical study with planning to establish a national digital warehouse.,5.3682075
10.3390/s20010293,10.3390,1424-8220,journal-article,MDPI AG,Sensors,2020/1/8,42,Automatic Indoor as-Built Building Information Models Generation by Using Low-Cost RGB-D Sensors,3.8240283
10.1145/3369985.3370018,10.1145,n/a,proceedings-article,ACM,Proceedings of the 5th International Conference on Communication and Information Processing,2020/1/15,12,A novel cross-layer P2P mechanism for dynamic wireless mesh networks,3.8240283
10.1007/s11749-020-00702-6,10.1007,1133-0686,journal-article,Springer Science and Business Media LLC,TEST,2021/1/28,38,Automated learning of mixtures of factor analysis models with missing information,3.0544772
10.1007/s12599-020-00629-0,10.1007,2363-7005,journal-article,Springer Science and Business Media LLC,Business & Information Systems Engineering,2021/1/28,87,The Impact of Integration on Application Success and Customer Satisfaction in Mobile Device Platforms,3.8240283
10.1007/s10207-019-00485-4,10.1007,1615-5262,journal-article,Springer Science and Business Media LLC,International Journal of Information Security,2021/1/28,46,Secure and collusion-resistant data aggregation from convertible tags,3.8240283
10.1007/s10257-020-00462-8,10.1007,1617-9846,journal-article,Springer Science and Business Media LLC,Information Systems and e-Business Management,2021/1/28,114,"Generational differences in valuing usefulness, privacy and security negative experiences for paying for cloud services",2.6081603
10.1007/s10257-020-00463-7,10.1007,1617-9846,journal-article,Springer Science and Business Media LLC,Information Systems and e-Business Management,2021/1/28,57,A review-driven customer preference measurement model for product improvement: sentiment-based importance–performance analysis,3.0544772
10.1007/s11128-020-2589-7,10.1007,1570-0755,journal-article,Springer Science and Business Media LLC,Quantum Information Processing,2021/1/28,39,Maximal entanglement and switch squeezing with atom coupled to cavity field and graphene membrane,4.044722
10.1007/s10257-020-00464-6,10.1007,1617-9846,journal-article,Springer Science and Business Media LLC,Information Systems and e-Business Management,2021/1/28,48,Extended grounded theory: a methodology to combine multiple disciplines,3.8240283
10.1007/s12083-019-00829-w,10.1007,1936-6442,journal-article,Springer Science and Business Media LLC,Peer-to-Peer Networking and Applications,2021/1/28,19,A reward based connectivity-aware IoV neighbor selection for improving reliability in healthcare information exchange,3.0544772
10.1007/s10639-020-10121-7,10.1007,1360-2357,journal-article,Springer Science and Business Media LLC,Education and Information Technologies,2021/1/28,52,Informal multimedia biodiversity awareness event as a digital ecology for promoting culture of science,3.0544772
10.1007/s00607-020-00792-y,10.1007,0010-485X,journal-article,Springer Science and Business Media LLC,Computing,2021/1/28,30,Recommendations from cold starts in big data,3.8240283
10.1007/s10639-020-10122-6,10.1007,1360-2357,journal-article,Springer Science and Business Media LLC,Education and Information Technologies,2021/1/28,40,Students’ perceptions about the use the videogames in secondary education,3.0544772
10.1142/s0219691320500083,10.1142,0219-6913,journal-article,World Scientific Pub Co Pte Lt,"International Journal of Wavelets, Multiresolution and Information Processing",2021/1/28,16,On bicomplex Fourier–Wigner transforms,3.8240283
10.1002/fsn3.1404,10.1002,2048-7177,journal-article,Wiley,Food Science & Nutrition,2020/4/24,73,Sensory attributes of coffee beverages and their relation to price and package information: A case study of Colombian customers’ preferences,3.0544772
10.37506/mlu.v20i1.341,10.37506,0971-720X,journal-article,Institute of Medico-legal Publications Private Limited,Medico-Legal Update,2021/1/28,0,"Effectiveness of Information Booklet on Knowledge, Practices and Willingness Regarding Recycling of Solid Household Waste Management among Residents",4.4303546
10.1007/978-3-030-40690-5_58,10.1007,2194-5357,book-chapter,Springer International Publishing,Advances in Intelligent Systems and Computing,2020/1/30,10,Preliminary SAR Analysis of Textile Antenna Sensor for Non-invasive Blood-Glucose Monitoring,3.0544772
10.1007/978-3-030-40690-5_66,10.1007,2194-5357,book-chapter,Springer International Publishing,Advances in Intelligent Systems and Computing,2020/1/31,30,Latin American Indigenous Post-drama Architectures from an Andean Perspective Revisited,3.0544772
10.1145/3341161.3342859,10.1145,n/a,proceedings-article,ACM,Proceedings of the 2019 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,2020/12/11,37,Meta-GNN,2.6081603
10.3389/fncom.2019.00086,10.3389,1662-5188,journal-article,Frontiers Media SA,Frontiers in Computational Neuroscience,2020/1/9,65,Principles of Mutual Information Maximization and Energy Minimization Affect the Activation Patterns of Large Scale Networks in the Brain,3.8240283
10.1186/s13673-019-0207-4,10.1186,2192-1962,journal-article,Springer Science and Business Media LLC,Human-centric Computing and Information Sciences,2021/1/5,88,Indoor acoustic localization: a survey,3.8240283
10.1007/s41109-020-0253-x,10.1007,2364-8228,journal-article,Springer Science and Business Media LLC,Applied Network Science,2021/1/29,1,Correction to: The weakness of weak ties for novel information diffusion,4.4303546
10.1007/s11128-020-2588-8,10.1007,1570-0755,journal-article,Springer Science and Business Media LLC,Quantum Information Processing,2021/1/29,45,Trade-off relations of $$l_1$$-norm coherence for multipartite systems,3.0544772
10.1007/s10639-020-10114-6,10.1007,1360-2357,journal-article,Springer Science and Business Media LLC,Education and Information Technologies,2021/1/29,65,Using blended learning to support whole-of-school improvement: The need for contextualisation,3.0544772
10.1007/s10639-019-10066-6,10.1007,1360-2357,journal-article,Springer Science and Business Media LLC,Education and Information Technologies,2021/1/29,70,Comparing German and American students’ cognitive strategies and affective attributes toward online inquiry,3.0544772
10.1007/s11292-019-09407-9,10.1007,1573-3750,journal-article,Springer Science and Business Media LLC,Journal of Experimental Criminology,2021/1/29,57,Specifying the information effect: reference points and procedural justifications affect legal attitudes in four survey experiments,3.8240283
10.1007/s10115-020-01436-5,10.1007,0219-1377,journal-article,Springer Science and Business Media LLC,Knowledge and Information Systems,2021/1/29,37,Improving the $$\epsilon $$-approximate algorithm for Probabilistic Classifier Chains,3.0544772
10.1021/acsami.9b19067,10.1021,1944-8244,journal-article,American Chemical Society (ACS),ACS Applied Materials & Interfaces,2020/4/7,62,Quantitative Understanding of Charge-Transfer-Mediated Fe3+ Sensing and Fast Photoresponse by N-Doped Graphene Quantum Dots Decorated on Plasmonic Au Nanoparticles,3.0544772
10.1007/s41870-020-00418-8,10.1007,2511-2104,journal-article,Springer Science and Business Media LLC,International Journal of Information Technology,2021/1/29,60,Wireless sensor network in precision farming for forecasting and monitoring of apple disease: a survey,3.8240283
10.1007/s13593-020-0605-z,10.1007,1774-0746,journal-article,Springer Science and Business Media LLC,Agronomy for Sustainable Development,2021/1/29,42,Integrating El Niño-Southern Oscillation information and spatial diversification to minimize risk and maximize profit for Australian grazing enterprises,2.6081603
10.1007/s10639-019-10089-z,10.1007,1360-2357,journal-article,Springer Science and Business Media LLC,Education and Information Technologies,2021/1/3,19,Does ICT familiarity always help promote educational outcomes? Empirical evidence from PISA-Thailand,3.8240283
10.1080/08941920.2019.1709236,10.1080,0894-1920,journal-article,Informa UK Limited,Society & Natural Resources,2020/9/16,53,When Doing More Requires Knowing More: Explaining the Intention to Seek Procedural Information about Recycling,3.8240283
10.1103/physrevlett.124.010502,10.1103,0031-9007,journal-article,American Physical Society (APS),Physical Review Letters,2020/1/2,48,Experimentally Verified Approach to Nonentanglement-Breaking Channel Certification,2.1288822
10.1007/s11128-020-2597-7,10.1007,1570-0755,journal-article,Springer Science and Business Media LLC,Quantum Information Processing,2021/1/30,27,Quantum channels over graph states using generalized measurement-based quantum computation framework,3.8240283
10.1038/s41598-020-58131-2,10.1038,2045-2322,journal-article,Springer Science and Business Media LLC,Scientific Reports,2021/1/30,51,Evaluation of the effect of GM-CSF blocking on the phenotype and function of human monocytes,3.0544772
10.1007/s10773-020-04391-7,10.1007,0020-7748,journal-article,Springer Science and Business Media LLC,International Journal of Theoretical Physics,2021/1/30,41,Secure Multi-Party Quantum Private Information Query,3.0544772
10.1186/s40814-019-0543-1,10.1186,2055-5784,journal-article,Springer Science and Business Media LLC,Pilot and Feasibility Studies,2021/1/30,31,Cost-effectiveness and value of information analysis of a low-friction environment following skin graft in patients with burn injury,3.0544772
10.1007/s10115-019-01434-2,10.1007,0219-1377,journal-article,Springer Science and Business Media LLC,Knowledge and Information Systems,2021/1/30,63,Navigation leads for exploratory search and navigation in digital libraries,3.0544772
10.1007/s00202-020-00929-4,10.1007,0948-7921,journal-article,Springer Science and Business Media LLC,Electrical Engineering,2021/1/30,24,Evaluation and selection of shielding methods for wireless charging of e-rickshaw,3.0544772
10.1007/s10639-020-10124-4,10.1007,1360-2357,journal-article,Springer Science and Business Media LLC,Education and Information Technologies,2021/1/30,78,Towards a serious games design framework for people with intellectual disability or autism spectrum disorder,3.8240283
10.1007/s41666-020-00070-8,10.1007,2509-4971,journal-article,Springer Science and Business Media LLC,Journal of Healthcare Informatics Research,2021/1/30,90,An Exploratory Study of the Readiness of Public Healthcare Facilities in Developing Countries to Adopt Health Information Technology (HIT)/e-Health: the Case of Ghana,3.0544772
